Season,scenario (heating_assignment__FULL_combined.csv),Feeder,Mix,% of Total Count of scenario (heating_assignment__FULL_combined.csv)
summer,baseline,circuit_34,5,25.430720699%
winter,baseline,circuit_33,5,25.430720699%
summer,baseline,circuit_33,5,25.430720699%
winter,baseline,circuit_32,5,25.430720699%
summer,baseline,circuit_32,5,25.430720699%
winter,baseline,circuit_31,5,25.430720699%
summer,baseline,circuit_31,5,25.430720699%
winter,baseline,circuit_30,5,25.430720699%
summer,baseline,circuit_30,5,25.430720699%
winter,baseline,circuit_29,5,25.430720699%
summer,baseline,circuit_29,5,25.430720699%
winter,baseline,circuit_28,5,25.430720699%
summer,baseline,circuit_28,5,25.430720699%
winter,baseline,circuit_27,5,25.430720699%
summer,baseline,circuit_27,5,25.430720699%
winter,baseline,circuit_26,5,25.430720699%
summer,baseline,circuit_26,5,25.430720699%
winter,baseline,circuit_25,5,25.430720699%
summer,baseline,circuit_25,5,25.430720699%
winter,baseline,circuit_24,5,25.430720699%
summer,baseline,circuit_24,5,25.430720699%
winter,baseline,circuit_23,5,25.430720699%
summer,baseline,circuit_23,5,25.430720699%
winter,baseline,circuit_22,5,25.430720699%
summer,baseline,circuit_22,5,25.430720699%
winter,baseline,circuit_21,5,25.430720699%
summer,baseline,circuit_21,5,25.430720699%
winter,baseline,circuit_20,5,25.430720699%
summer,baseline,circuit_20,5,25.430720699%
winter,baseline,circuit_19,5,25.430720699%
summer,baseline,circuit_19,5,25.430720699%
winter,baseline,circuit_18,5,25.430720699%
summer,baseline,circuit_18,5,25.430720699%
winter,baseline,circuit_17,5,25.430720699%
summer,baseline,circuit_17,5,25.430720699%
winter,baseline,circuit_16,5,25.430720699%
summer,baseline,circuit_16,5,25.430720699%
winter,baseline,circuit_15,5,25.430720699%
summer,baseline,circuit_15,5,25.430720699%
winter,baseline,circuit_14,5,25.430720699%
summer,baseline,circuit_14,5,25.430720699%
winter,baseline,circuit_11,5,25.430720699%
summer,baseline,circuit_11,5,25.430720699%
winter,baseline,circuit_10,5,25.430720699%
summer,baseline,circuit_10,5,25.430720699%
winter,baseline,circuit_9,5,25.430720699%
summer,baseline,circuit_9,5,25.430720699%
winter,baseline,circuit_8,5,25.430720699%
summer,baseline,circuit_8,5,25.430720699%
winter,baseline,circuit_7,5,25.430720699%
summer,baseline,circuit_7,5,25.430720699%
winter,baseline,circuit_6,5,25.430720699%
summer,baseline,circuit_6,5,25.430720699%
winter,baseline,circuit_5,5,25.430720699%
summer,baseline,circuit_5,5,25.430720699%
winter,baseline,circuit_4,5,25.430720699%
summer,baseline,circuit_4,5,25.430720699%
winter,baseline,circuit_3,5,25.430720699%
summer,baseline,circuit_3,5,25.430720699%
winter,baseline,circuit_2,5,25.430720699%
summer,baseline,circuit_2,5,25.430720699%
winter,baseline,circuit_1,5,25.430720699%
summer,baseline,circuit_1,5,25.430720699%
winter,baseline,circuit_61,4,41.078217261%
summer,baseline,circuit_61,4,41.078217261%
winter,baseline,circuit_60,4,41.078217261%
summer,baseline,circuit_60,4,41.078217261%
winter,baseline,circuit_59,4,41.078217261%
summer,baseline,circuit_59,4,41.078217261%
winter,baseline,circuit_58,4,41.078217261%
summer,baseline,circuit_58,4,41.078217261%
winter,baseline,circuit_57,4,41.078217261%
summer,baseline,circuit_57,4,41.078217261%
winter,baseline,circuit_56,4,41.078217261%
summer,baseline,circuit_56,4,41.078217261%
winter,baseline,circuit_55,4,41.078217261%
summer,baseline,circuit_55,4,41.078217261%
winter,baseline,circuit_54,4,41.078217261%
summer,baseline,circuit_54,4,41.078217261%
winter,baseline,circuit_53,4,41.078217261%
summer,baseline,circuit_53,4,41.078217261%
winter,baseline,circuit_52,4,41.078217261%
summer,baseline,circuit_52,4,41.078217261%
winter,baseline,circuit_51,4,41.078217261%
summer,baseline,circuit_51,4,41.078217261%
winter,baseline,circuit_50,4,41.078217261%
summer,baseline,circuit_50,4,41.078217261%
winter,baseline,circuit_49,4,41.078217261%
summer,baseline,circuit_49,4,41.078217261%
winter,baseline,circuit_48,4,41.078217261%
summer,baseline,circuit_48,4,41.078217261%
winter,baseline,circuit_47,4,41.078217261%
summer,baseline,circuit_47,4,41.078217261%
winter,baseline,circuit_46,4,41.078217261%
summer,baseline,circuit_46,4,41.078217261%
winter,baseline,circuit_45,4,41.078217261%
summer,baseline,circuit_45,4,41.078217261%
winter,baseline,circuit_44,4,41.078217261%
summer,baseline,circuit_44,4,41.078217261%
winter,baseline,circuit_43,4,41.078217261%
summer,baseline,circuit_43,4,41.078217261%
winter,baseline,circuit_42,4,41.078217261%
summer,baseline,circuit_42,4,41.078217261%
winter,baseline,circuit_41,4,41.078217261%
summer,baseline,circuit_41,4,41.078217261%
winter,baseline,circuit_40,4,41.078217261%
summer,baseline,circuit_40,4,41.078217261%
winter,baseline,circuit_39,4,41.078217261%
summer,baseline,circuit_39,4,41.078217261%
winter,baseline,circuit_38,4,41.078217261%
summer,baseline,circuit_38,4,41.078217261%
winter,baseline,circuit_37,4,41.078217261%
summer,baseline,circuit_37,4,41.078217261%
winter,baseline,circuit_35,4,41.078217261%
summer,baseline,circuit_35,4,41.078217261%
winter,baseline,circuit_34,4,41.078217261%
summer,baseline,circuit_34,4,41.078217261%
winter,baseline,circuit_33,4,41.078217261%
summer,baseline,circuit_33,4,41.078217261%
winter,baseline,circuit_32,4,41.078217261%
summer,baseline,circuit_32,4,41.078217261%
winter,baseline,circuit_31,4,41.078217261%
summer,baseline,circuit_31,4,41.078217261%
winter,baseline,circuit_30,4,41.078217261%
summer,baseline,circuit_30,4,41.078217261%
winter,baseline,circuit_29,4,41.078217261%
summer,baseline,circuit_29,4,41.078217261%
winter,baseline,circuit_28,4,41.078217261%
summer,baseline,circuit_28,4,41.078217261%
winter,baseline,circuit_27,4,41.078217261%
summer,baseline,circuit_27,4,41.078217261%
winter,baseline,circuit_26,4,41.078217261%
summer,baseline,circuit_26,4,41.078217261%
winter,baseline,circuit_25,4,41.078217261%
summer,baseline,circuit_25,4,41.078217261%
winter,baseline,circuit_24,4,41.078217261%
summer,baseline,circuit_24,4,41.078217261%
winter,baseline,circuit_23,4,41.078217261%
summer,baseline,circuit_23,4,41.078217261%
winter,baseline,circuit_22,4,41.078217261%
summer,baseline,circuit_22,4,41.078217261%
winter,baseline,circuit_21,4,41.078217261%
summer,baseline,circuit_21,4,41.078217261%
winter,baseline,circuit_20,4,41.078217261%
summer,baseline,circuit_20,4,41.078217261%
winter,baseline,circuit_19,4,41.078217261%
summer,baseline,circuit_19,4,41.078217261%
winter,baseline,circuit_18,4,41.078217261%
summer,baseline,circuit_18,4,41.078217261%
winter,baseline,circuit_17,4,41.078217261%
summer,baseline,circuit_17,4,41.078217261%
winter,baseline,circuit_16,4,41.078217261%
summer,baseline,circuit_16,4,41.078217261%
winter,baseline,circuit_15,4,41.078217261%
summer,baseline,circuit_15,4,41.078217261%
winter,baseline,circuit_14,4,41.078217261%
summer,baseline,circuit_14,4,41.078217261%
winter,baseline,circuit_11,4,41.078217261%
summer,baseline,circuit_11,4,41.078217261%
winter,baseline,circuit_10,4,41.078217261%
summer,baseline,circuit_10,4,41.078217261%
winter,baseline,circuit_9,4,41.078217261%
summer,baseline,circuit_9,4,41.078217261%
winter,baseline,circuit_8,4,41.078217261%
summer,baseline,circuit_8,4,41.078217261%
winter,baseline,circuit_7,4,41.078217261%
summer,baseline,circuit_7,4,41.078217261%
winter,baseline,circuit_6,4,41.078217261%
summer,baseline,circuit_6,4,41.078217261%
winter,baseline,circuit_5,4,41.078217261%
summer,baseline,circuit_5,4,41.078217261%
winter,baseline,circuit_4,4,41.078217261%
summer,baseline,circuit_4,4,41.078217261%
winter,baseline,circuit_3,4,41.078217261%
summer,baseline,circuit_3,4,41.078217261%
winter,baseline,circuit_2,4,41.078217261%
summer,baseline,circuit_2,4,41.078217261%
winter,baseline,circuit_1,4,41.078217261%
summer,baseline,circuit_1,4,41.078217261%
winter,baseline,circuit_61,3,53.093909245%
summer,baseline,circuit_61,3,53.093909245%
winter,baseline,circuit_60,3,53.093909245%
summer,baseline,circuit_60,3,53.093909245%
winter,baseline,circuit_59,3,53.093909245%
summer,baseline,circuit_59,3,53.093909245%
winter,baseline,circuit_58,3,53.093909245%
summer,baseline,circuit_58,3,53.093909245%
winter,baseline,circuit_57,3,53.093909245%
summer,baseline,circuit_57,3,53.093909245%
winter,baseline,circuit_56,3,53.093909245%
summer,baseline,circuit_56,3,53.093909245%
winter,baseline,circuit_55,3,53.093909245%
summer,baseline,circuit_55,3,53.093909245%
winter,baseline,circuit_54,3,53.093909245%
summer,baseline,circuit_54,3,53.093909245%
winter,baseline,circuit_53,3,53.093909245%
summer,baseline,circuit_53,3,53.093909245%
winter,baseline,circuit_52,3,53.093909245%
summer,baseline,circuit_52,3,53.093909245%
winter,baseline,circuit_51,3,53.093909245%
summer,baseline,circuit_51,3,53.093909245%
winter,baseline,circuit_50,3,53.093909245%
summer,baseline,circuit_50,3,53.093909245%
winter,baseline,circuit_49,3,53.093909245%
summer,baseline,circuit_49,3,53.093909245%
winter,baseline,circuit_48,3,53.093909245%
summer,baseline,circuit_48,3,53.093909245%
winter,baseline,circuit_47,3,53.093909245%
summer,baseline,circuit_47,3,53.093909245%
winter,baseline,circuit_46,3,53.093909245%
summer,baseline,circuit_46,3,53.093909245%
winter,baseline,circuit_45,3,53.093909245%
summer,baseline,circuit_45,3,53.093909245%
winter,baseline,circuit_44,3,53.093909245%
summer,baseline,circuit_44,3,53.093909245%
winter,baseline,circuit_43,3,53.093909245%
summer,baseline,circuit_43,3,53.093909245%
winter,baseline,circuit_42,3,53.093909245%
summer,baseline,circuit_42,3,53.093909245%
winter,baseline,circuit_41,3,53.093909245%
summer,baseline,circuit_41,3,53.093909245%
winter,baseline,circuit_40,3,53.093909245%
summer,baseline,circuit_40,3,53.093909245%
winter,baseline,circuit_39,3,53.093909245%
summer,baseline,circuit_39,3,53.093909245%
winter,baseline,circuit_38,3,53.093909245%
summer,baseline,circuit_38,3,53.093909245%
winter,baseline,circuit_37,3,53.093909245%
summer,baseline,circuit_37,3,53.093909245%
winter,baseline,circuit_35,3,53.093909245%
summer,baseline,circuit_35,3,53.093909245%
winter,baseline,circuit_34,3,53.093909245%
summer,baseline,circuit_34,3,53.093909245%
winter,baseline,circuit_33,3,53.093909245%
summer,baseline,circuit_33,3,53.093909245%
winter,baseline,circuit_32,3,53.093909245%
summer,baseline,circuit_32,3,53.093909245%
winter,baseline,circuit_31,3,53.093909245%
summer,baseline,circuit_31,3,53.093909245%
winter,baseline,circuit_30,3,53.093909245%
summer,baseline,circuit_30,3,53.093909245%
winter,baseline,circuit_29,3,53.093909245%
summer,baseline,circuit_29,3,53.093909245%
winter,baseline,circuit_28,3,53.093909245%
summer,baseline,circuit_28,3,53.093909245%
winter,baseline,circuit_27,3,53.093909245%
summer,baseline,circuit_27,3,53.093909245%
winter,baseline,circuit_26,3,53.093909245%
summer,baseline,circuit_26,3,53.093909245%
winter,baseline,circuit_25,3,53.093909245%
summer,baseline,circuit_25,3,53.093909245%
winter,baseline,circuit_24,3,53.093909245%
summer,baseline,circuit_24,3,53.093909245%
winter,baseline,circuit_23,3,53.093909245%
summer,baseline,circuit_23,3,53.093909245%
winter,baseline,circuit_22,3,53.093909245%
summer,baseline,circuit_22,3,53.093909245%
winter,baseline,circuit_21,3,53.093909245%
summer,baseline,circuit_21,3,53.093909245%
winter,baseline,circuit_20,3,53.093909245%
summer,baseline,circuit_20,3,53.093909245%
winter,baseline,circuit_19,3,53.093909245%
summer,baseline,circuit_19,3,53.093909245%
winter,baseline,circuit_18,3,53.093909245%
summer,baseline,circuit_18,3,53.093909245%
winter,baseline,circuit_17,3,53.093909245%
summer,baseline,circuit_17,3,53.093909245%
winter,baseline,circuit_16,3,53.093909245%
summer,baseline,circuit_16,3,53.093909245%
winter,baseline,circuit_15,3,53.093909245%
summer,baseline,circuit_15,3,53.093909245%
winter,baseline,circuit_14,3,53.093909245%
summer,baseline,circuit_14,3,53.093909245%
winter,baseline,circuit_11,3,53.093909245%
summer,baseline,circuit_11,3,53.093909245%
winter,baseline,circuit_10,3,53.093909245%
summer,baseline,circuit_10,3,53.093909245%
winter,baseline,circuit_9,3,53.093909245%
summer,baseline,circuit_9,3,53.093909245%
winter,baseline,circuit_8,3,53.093909245%
summer,baseline,circuit_8,3,53.093909245%
winter,baseline,circuit_7,3,53.093909245%
summer,baseline,circuit_7,3,53.093909245%
winter,baseline,circuit_6,3,53.093909245%
summer,baseline,circuit_6,3,53.093909245%
winter,baseline,circuit_5,3,53.093909245%
summer,baseline,circuit_5,3,53.093909245%
winter,baseline,circuit_4,3,53.093909245%
summer,baseline,circuit_4,3,53.093909245%
winter,baseline,circuit_3,3,53.093909245%
summer,baseline,circuit_3,3,53.093909245%
winter,baseline,circuit_2,3,53.093909245%
summer,baseline,circuit_2,3,53.093909245%
winter,baseline,circuit_1,3,53.093909245%
summer,baseline,circuit_1,3,53.093909245%
winter,baseline,circuit_61,2,23.562242174%
summer,baseline,circuit_61,2,23.562242174%
winter,baseline,circuit_60,2,23.562242174%
summer,baseline,circuit_60,2,23.562242174%
winter,baseline,circuit_59,2,23.562242174%
summer,baseline,circuit_59,2,23.562242174%
winter,baseline,circuit_58,2,23.562242174%
summer,baseline,circuit_58,2,23.562242174%
winter,baseline,circuit_57,2,23.562242174%
summer,baseline,circuit_57,2,23.562242174%
winter,baseline,circuit_56,2,23.562242174%
summer,baseline,circuit_56,2,23.562242174%
winter,baseline,circuit_55,2,23.562242174%
summer,baseline,circuit_55,2,23.562242174%
winter,baseline,circuit_54,2,23.562242174%
summer,baseline,circuit_54,2,23.562242174%
winter,baseline,circuit_53,2,23.562242174%
summer,baseline,circuit_53,2,23.562242174%
winter,baseline,circuit_52,2,23.562242174%
summer,baseline,circuit_52,2,23.562242174%
winter,baseline,circuit_51,2,23.562242174%
summer,baseline,circuit_51,2,23.562242174%
winter,baseline,circuit_50,2,23.562242174%
summer,baseline,circuit_50,2,23.562242174%
winter,baseline,circuit_49,2,23.562242174%
summer,baseline,circuit_49,2,23.562242174%
winter,baseline,circuit_48,2,23.562242174%
summer,baseline,circuit_48,2,23.562242174%
winter,baseline,circuit_47,2,23.562242174%
summer,baseline,circuit_47,2,23.562242174%
winter,baseline,circuit_46,2,23.562242174%
summer,baseline,circuit_46,2,23.562242174%
winter,baseline,circuit_45,2,23.562242174%
summer,baseline,circuit_45,2,23.562242174%
winter,baseline,circuit_44,2,23.562242174%
summer,baseline,circuit_44,2,23.562242174%
winter,baseline,circuit_43,2,23.562242174%
summer,baseline,circuit_43,2,23.562242174%
winter,baseline,circuit_42,2,23.562242174%
summer,baseline,circuit_42,2,23.562242174%
winter,baseline,circuit_41,2,23.562242174%
summer,baseline,circuit_41,2,23.562242174%
winter,baseline,circuit_40,2,23.562242174%
summer,baseline,circuit_40,2,23.562242174%
winter,baseline,circuit_39,2,23.562242174%
summer,baseline,circuit_39,2,23.562242174%
winter,baseline,circuit_38,2,23.562242174%
summer,baseline,circuit_38,2,23.562242174%
winter,baseline,circuit_37,2,23.562242174%
summer,baseline,circuit_37,2,23.562242174%
winter,baseline,circuit_35,2,23.562242174%
summer,baseline,circuit_35,2,23.562242174%
winter,baseline,circuit_34,2,23.562242174%
summer,baseline,circuit_34,2,23.562242174%
winter,baseline,circuit_33,2,23.562242174%
summer,baseline,circuit_33,2,23.562242174%
winter,baseline,circuit_32,2,23.562242174%
summer,baseline,circuit_32,2,23.562242174%
winter,baseline,circuit_31,2,23.562242174%
summer,baseline,circuit_31,2,23.562242174%
winter,baseline,circuit_30,2,23.562242174%
summer,baseline,circuit_30,2,23.562242174%
winter,baseline,circuit_29,2,23.562242174%
summer,baseline,circuit_29,2,23.562242174%
winter,baseline,circuit_28,2,23.562242174%
summer,baseline,circuit_28,2,23.562242174%
winter,baseline,circuit_27,2,23.562242174%
summer,baseline,circuit_27,2,23.562242174%
winter,baseline,circuit_26,2,23.562242174%
summer,baseline,circuit_26,2,23.562242174%
winter,baseline,circuit_25,2,23.562242174%
summer,baseline,circuit_25,2,23.562242174%
winter,baseline,circuit_24,2,23.562242174%
summer,baseline,circuit_24,2,23.562242174%
winter,baseline,circuit_23,2,23.562242174%
summer,baseline,circuit_23,2,23.562242174%
winter,baseline,circuit_22,2,23.562242174%
summer,baseline,circuit_22,2,23.562242174%
winter,baseline,circuit_21,2,23.562242174%
summer,baseline,circuit_21,2,23.562242174%
winter,baseline,circuit_20,2,23.562242174%
summer,baseline,circuit_20,2,23.562242174%
winter,baseline,circuit_19,2,23.562242174%
summer,baseline,circuit_19,2,23.562242174%
winter,baseline,circuit_18,2,23.562242174%
summer,baseline,circuit_18,2,23.562242174%
winter,baseline,circuit_17,2,23.562242174%
summer,baseline,circuit_17,2,23.562242174%
winter,baseline,circuit_16,2,23.562242174%
summer,baseline,circuit_16,2,23.562242174%
winter,baseline,circuit_15,2,23.562242174%
summer,baseline,circuit_15,2,23.562242174%
winter,baseline,circuit_14,2,23.562242174%
summer,baseline,circuit_14,2,23.562242174%
winter,baseline,circuit_11,2,23.562242174%
summer,baseline,circuit_11,2,23.562242174%
winter,baseline,circuit_10,2,23.562242174%
summer,baseline,circuit_10,2,23.562242174%
winter,baseline,circuit_9,2,23.562242174%
summer,baseline,circuit_9,2,23.562242174%
winter,baseline,circuit_8,2,23.562242174%
summer,baseline,circuit_8,2,23.562242174%
winter,baseline,circuit_7,2,23.562242174%
summer,baseline,circuit_7,2,23.562242174%
winter,baseline,circuit_6,2,23.562242174%
summer,baseline,circuit_6,2,23.562242174%
winter,baseline,circuit_5,2,23.562242174%
summer,baseline,circuit_5,2,23.562242174%
winter,baseline,circuit_4,2,23.562242174%
summer,baseline,circuit_4,2,23.562242174%
winter,baseline,circuit_3,2,23.562242174%
summer,baseline,circuit_3,2,23.562242174%
winter,baseline,circuit_2,2,23.562242174%
summer,baseline,circuit_2,2,23.562242174%
winter,baseline,circuit_1,2,23.562242174%
summer,baseline,circuit_1,2,23.562242174%
winter,baseline,circuit_61,1,72.688667799%
summer,baseline,circuit_61,1,72.688667799%
winter,baseline,circuit_60,1,72.688667799%
summer,baseline,circuit_60,1,72.688667799%
winter,baseline,circuit_59,1,72.688667799%
summer,baseline,circuit_59,1,72.688667799%
winter,baseline,circuit_58,1,72.688667799%
summer,baseline,circuit_58,1,72.688667799%
winter,baseline,circuit_57,1,72.688667799%
summer,baseline,circuit_57,1,72.688667799%
winter,baseline,circuit_56,1,72.688667799%
summer,baseline,circuit_56,1,72.688667799%
winter,baseline,circuit_55,1,72.688667799%
summer,baseline,circuit_55,1,72.688667799%
winter,baseline,circuit_54,1,72.688667799%
summer,baseline,circuit_54,1,72.688667799%
winter,baseline,circuit_53,1,72.688667799%
summer,baseline,circuit_53,1,72.688667799%
winter,baseline,circuit_52,1,72.688667799%
summer,baseline,circuit_52,1,72.688667799%
winter,baseline,circuit_51,1,72.688667799%
summer,baseline,circuit_51,1,72.688667799%
winter,baseline,circuit_50,1,72.688667799%
summer,baseline,circuit_50,1,72.688667799%
winter,baseline,circuit_49,1,72.688667799%
summer,baseline,circuit_49,1,72.688667799%
winter,baseline,circuit_48,1,72.688667799%
summer,baseline,circuit_48,1,72.688667799%
winter,baseline,circuit_47,1,72.688667799%
summer,baseline,circuit_47,1,72.688667799%
winter,baseline,circuit_46,1,72.688667799%
summer,baseline,circuit_46,1,72.688667799%
winter,baseline,circuit_45,1,72.688667799%
summer,baseline,circuit_45,1,72.688667799%
winter,baseline,circuit_44,1,72.688667799%
summer,baseline,circuit_44,1,72.688667799%
winter,baseline,circuit_43,1,72.688667799%
summer,baseline,circuit_43,1,72.688667799%
winter,baseline,circuit_42,1,72.688667799%
summer,baseline,circuit_42,1,72.688667799%
winter,baseline,circuit_41,1,72.688667799%
summer,baseline,circuit_41,1,72.688667799%
winter,baseline,circuit_40,1,72.688667799%
summer,baseline,circuit_40,1,72.688667799%
winter,baseline,circuit_39,1,72.688667799%
summer,baseline,circuit_39,1,72.688667799%
winter,baseline,circuit_38,1,72.688667799%
summer,baseline,circuit_38,1,72.688667799%
winter,baseline,circuit_37,1,72.688667799%
summer,baseline,circuit_37,1,72.688667799%
winter,baseline,circuit_35,1,72.688667799%
summer,baseline,circuit_35,1,72.688667799%
winter,baseline,circuit_34,1,72.688667799%
summer,baseline,circuit_34,1,72.688667799%
winter,baseline,circuit_33,1,72.688667799%
summer,baseline,circuit_33,1,72.688667799%
winter,baseline,circuit_32,1,72.688667799%
summer,baseline,circuit_32,1,72.688667799%
winter,baseline,circuit_31,1,72.688667799%
summer,baseline,circuit_31,1,72.688667799%
winter,baseline,circuit_30,1,72.688667799%
summer,baseline,circuit_30,1,72.688667799%
winter,baseline,circuit_29,1,72.688667799%
summer,baseline,circuit_29,1,72.688667799%
winter,baseline,circuit_28,1,72.688667799%
summer,baseline,circuit_28,1,72.688667799%
winter,baseline,circuit_27,1,72.688667799%
summer,baseline,circuit_27,1,72.688667799%
winter,baseline,circuit_26,1,72.688667799%
summer,baseline,circuit_26,1,72.688667799%
winter,baseline,circuit_25,1,72.688667799%
summer,baseline,circuit_25,1,72.688667799%
winter,baseline,circuit_24,1,72.688667799%
summer,baseline,circuit_24,1,72.688667799%
winter,baseline,circuit_23,1,72.688667799%
summer,baseline,circuit_23,1,72.688667799%
winter,baseline,circuit_22,1,72.688667799%
summer,baseline,circuit_22,1,72.688667799%
winter,baseline,circuit_21,1,72.688667799%
summer,baseline,circuit_21,1,72.688667799%
winter,baseline,circuit_20,1,72.688667799%
summer,baseline,circuit_20,1,72.688667799%
winter,baseline,circuit_19,1,72.688667799%
summer,baseline,circuit_19,1,72.688667799%
winter,baseline,circuit_18,1,72.688667799%
summer,baseline,circuit_18,1,72.688667799%
winter,baseline,circuit_17,1,72.688667799%
summer,baseline,circuit_17,1,72.688667799%
winter,baseline,circuit_16,1,72.688667799%
summer,baseline,circuit_16,1,72.688667799%
winter,baseline,circuit_15,1,72.688667799%
summer,baseline,circuit_15,1,72.688667799%
winter,baseline,circuit_14,1,72.688667799%
summer,baseline,circuit_14,1,72.688667799%
winter,baseline,circuit_11,1,72.688667799%
summer,baseline,circuit_11,1,72.688667799%
winter,baseline,circuit_10,1,72.688667799%
summer,baseline,circuit_10,1,72.688667799%
winter,baseline,circuit_9,1,72.688667799%
summer,baseline,circuit_9,1,72.688667799%
winter,baseline,circuit_8,1,72.688667799%
summer,baseline,circuit_8,1,72.688667799%
winter,baseline,circuit_7,1,72.688667799%
summer,baseline,circuit_7,1,72.688667799%
winter,baseline,circuit_6,1,72.688667799%
summer,baseline,circuit_6,1,72.688667799%
winter,baseline,circuit_5,1,72.688667799%
summer,baseline,circuit_5,1,72.688667799%
winter,baseline,circuit_4,1,72.688667799%
summer,baseline,circuit_4,1,72.688667799%
winter,baseline,circuit_3,1,72.688667799%
summer,baseline,circuit_3,1,72.688667799%
winter,baseline,circuit_2,1,72.688667799%
summer,baseline,circuit_2,1,72.688667799%
winter,baseline,circuit_1,1,72.688667799%
summer,baseline,circuit_1,1,72.688667799%
winter,baseline,circuit_61,0,100%
summer,baseline,circuit_61,0,100%
winter,baseline,circuit_60,0,100%
summer,baseline,circuit_60,0,100%
winter,baseline,circuit_59,0,100%
summer,baseline,circuit_59,0,100%
winter,baseline,circuit_58,0,100%
summer,baseline,circuit_58,0,100%
winter,baseline,circuit_57,0,100%
summer,baseline,circuit_57,0,100%
winter,baseline,circuit_56,0,100%
summer,baseline,circuit_56,0,100%
winter,baseline,circuit_55,0,100%
summer,baseline,circuit_55,0,100%
winter,baseline,circuit_54,0,100%
summer,baseline,circuit_54,0,100%
winter,baseline,circuit_53,0,100%
summer,baseline,circuit_53,0,100%
winter,baseline,circuit_52,0,100%
summer,baseline,circuit_52,0,100%
winter,baseline,circuit_51,0,100%
summer,baseline,circuit_51,0,100%
winter,baseline,circuit_50,0,100%
summer,baseline,circuit_50,0,100%
winter,baseline,circuit_49,0,100%
summer,baseline,circuit_49,0,100%
winter,baseline,circuit_48,0,100%
summer,baseline,circuit_48,0,100%
winter,baseline,circuit_47,0,100%
summer,baseline,circuit_47,0,100%
winter,baseline,circuit_46,0,100%
summer,baseline,circuit_46,0,100%
winter,baseline,circuit_45,0,100%
summer,baseline,circuit_45,0,100%
winter,baseline,circuit_44,0,100%
summer,baseline,circuit_44,0,100%
winter,baseline,circuit_43,0,100%
summer,baseline,circuit_43,0,100%
winter,baseline,circuit_42,0,100%
summer,baseline,circuit_42,0,100%
winter,baseline,circuit_41,0,100%
summer,baseline,circuit_41,0,100%
winter,baseline,circuit_40,0,100%
summer,baseline,circuit_40,0,100%
winter,baseline,circuit_39,0,100%
summer,baseline,circuit_39,0,100%
winter,baseline,circuit_38,0,100%
summer,baseline,circuit_38,0,100%
winter,baseline,circuit_37,0,100%
summer,baseline,circuit_37,0,100%
winter,baseline,circuit_35,0,100%
summer,baseline,circuit_35,0,100%
winter,baseline,circuit_34,0,100%
summer,baseline,circuit_34,0,100%
winter,baseline,circuit_33,0,100%
summer,baseline,circuit_33,0,100%
winter,baseline,circuit_32,0,100%
summer,baseline,circuit_32,0,100%
winter,baseline,circuit_31,0,100%
summer,baseline,circuit_31,0,100%
winter,baseline,circuit_30,0,100%
summer,baseline,circuit_30,0,100%
winter,baseline,circuit_29,0,100%
summer,baseline,circuit_29,0,100%
winter,baseline,circuit_28,0,100%
summer,baseline,circuit_28,0,100%
winter,baseline,circuit_27,0,100%
summer,baseline,circuit_27,0,100%
winter,baseline,circuit_26,0,100%
summer,baseline,circuit_26,0,100%
winter,baseline,circuit_25,0,100%
summer,baseline,circuit_25,0,100%
winter,baseline,circuit_24,0,100%
summer,baseline,circuit_24,0,100%
winter,baseline,circuit_23,0,100%
summer,baseline,circuit_23,0,100%
winter,baseline,circuit_22,0,100%
summer,baseline,circuit_22,0,100%
winter,baseline,circuit_21,0,100%
summer,baseline,circuit_21,0,100%
winter,baseline,circuit_20,0,100%
summer,baseline,circuit_20,0,100%
winter,baseline,circuit_19,0,100%
summer,baseline,circuit_19,0,100%
winter,baseline,circuit_18,0,100%
summer,baseline,circuit_18,0,100%
winter,baseline,circuit_17,0,100%
summer,baseline,circuit_17,0,100%
winter,baseline,circuit_16,0,100%
summer,baseline,circuit_16,0,100%
winter,baseline,circuit_15,0,100%
summer,baseline,circuit_15,0,100%
winter,baseline,circuit_14,0,100%
summer,baseline,circuit_14,0,100%
winter,baseline,circuit_11,0,100%
summer,baseline,circuit_11,0,100%
winter,baseline,circuit_10,0,100%
summer,baseline,circuit_10,0,100%
winter,baseline,circuit_9,0,100%
summer,baseline,circuit_9,0,100%
winter,baseline,circuit_8,0,100%
summer,baseline,circuit_8,0,100%
winter,baseline,circuit_7,0,100%
summer,baseline,circuit_7,0,100%
winter,baseline,circuit_6,0,100%
summer,baseline,circuit_6,0,100%
winter,baseline,circuit_5,0,100%
summer,baseline,circuit_5,0,100%
winter,baseline,circuit_4,0,100%
summer,baseline,circuit_4,0,100%
winter,baseline,circuit_3,0,100%
summer,baseline,circuit_3,0,100%
winter,baseline,circuit_2,0,100%
summer,baseline,circuit_2,0,100%
winter,baseline,circuit_1,0,100%
summer,baseline,circuit_1,0,100%
winter,dm,circuit_61,10,18.640297662%
summer,dm,circuit_61,10,18.640297662%
winter,dm,circuit_60,10,18.640297662%
summer,dm,circuit_60,10,18.640297662%
winter,dm,circuit_59,10,18.640297662%
summer,dm,circuit_59,10,18.640297662%
winter,dm,circuit_58,10,18.640297662%
summer,dm,circuit_58,10,18.640297662%
winter,dm,circuit_57,10,18.640297662%
summer,dm,circuit_57,10,18.640297662%
winter,dm,circuit_56,10,18.640297662%
summer,dm,circuit_56,10,18.640297662%
