Source_File,State,Matched_Buildings,Tolerance
com_14012.parquet,MT,"[184357, 184811, 184934]",15.0
com_14013.parquet,MT,"[184530, 184564, 184763]",25.0
com_14014.parquet,MT,"[184772, 184996]",25.0
com_14018.parquet,MT,[184641],30.0
com_14026.parquet,MT,"[184181, 184444, 184617]",15.0
com_14027.parquet,MT,"[184261, 184697, 184797]",15.0
com_14030.parquet,MT,[184962],20.0
com_14031.parquet,MT,"[184436, 184530, 184863]",20.0
com_14032.parquet,MT,"[184521, 184554, 184729, 184799, 184857, 184953]",25.0
com_14033.parquet,MT,[184934],15.0
com_14034.parquet,MT,[184246],40.0
com_14037.parquet,MT,"[184362, 184467, 184488, 184570, 184714, 184852]",15.0
com_14039.parquet,MT,"[184151, 184194, 184338, 184617]",20.0
com_14041.parquet,MT,"[184297, 184313]",25.0
com_14045.parquet,MT,[184313],20.0
com_14046.parquet,MT,[184107],10.0
com_14048.parquet,MT,[184313],15.0
com_14052.parquet,MT,"[184505, 184867]",15.0
com_14056.parquet,MT,"[184492, 184693, 184920]",45.0
com_14059.parquet,MT,[185008],25.0
com_14065.parquet,MT,"[184578, 184601]",25.0
com_14067.parquet,MT,"[184120, 184476]",20.0
com_14069.parquet,MT,"[184154, 184694, 184732, 184737, 185001]",20.0
com_14070.parquet,MT,[184510],15.0
com_14071.parquet,MT,"[184172, 184207]",25.0
com_14074.parquet,MT,"[184106, 184336, 184558, 184582, 184600, 184608, 184656, 184766, 184845, 184852, 184966]",15.0
com_14075.parquet,MT,"[184246, 184652, 184821]",40.0
com_14087.parquet,MT,"[184362, 184488, 184502]",15.0
com_14090.parquet,MT,"[184617, 184925, 184930]",20.0
com_14092.parquet,MT,"[184336, 184681]",25.0
com_14093.parquet,MT,"[184157, 184557, 184712]",40.0
com_14094.parquet,MT,[184846],40.0
com_14097.parquet,MT,"[184586, 184623, 184624, 184682]",25.0
com_14099.parquet,MT,[],
com_14101.parquet,MT,"[184184, 184323, 184537, 184705, 184811]",15.0
com_14102.parquet,MT,[184220],40.0
com_14106.parquet,MT,"[184560, 184798]",15.0
com_14108.parquet,MT,"[184183, 184241, 184791, 184803]",20.0
com_14111.parquet,MT,"[184157, 184557, 184835]",35.0
com_14113.parquet,MT,"[184456, 184929]",50.0
com_14115.parquet,MT,"[184128, 184550, 184620, 184756]",25.0
com_14117.parquet,MT,[184786],25.0
com_14121.parquet,MT,[184261],15.0
com_14123.parquet,MT,[184433],35.0
com_14124.parquet,MT,[184863],20.0
com_14125.parquet,MT,[184157],25.0
com_14127.parquet,MT,"[184586, 184623, 184729]",25.0
com_14128.parquet,MT,"[184184, 184323]",10.0
com_14129.parquet,MT,[184742],15.0
com_14131.parquet,MT,"[184124, 184308, 184733]",30.0
com_14136.parquet,MT,"[184124, 184308]",30.0
com_14137.parquet,MT,"[184581, 184694, 184840]",20.0
com_14141.parquet,MT,"[184241, 184307, 184507, 184565, 184797]",15.0
com_14142.parquet,MT,"[184394, 184962]",30.0
com_14153.parquet,MT,"[184279, 184465]",25.0
com_14155.parquet,MT,[184766],20.0
com_14158.parquet,MT,[184581],15.0
com_14160.parquet,MT,[184241],15.0
com_14162.parquet,MT,[184387],30.0
com_14164.parquet,MT,"[184828, 184829, 184857]",20.0
com_14165.parquet,MT,[184795],20.0
com_14166.parquet,MT,"[184382, 184436, 184863]",20.0
com_14167.parquet,MT,[184157],20.0
com_14176.parquet,MT,"[184148, 184646]",25.0
com_14177.parquet,MT,[184709],25.0
com_14178.parquet,MT,[184258],15.0
com_14183.parquet,MT,"[184600, 184845]",20.0
com_14185.parquet,MT,"[184154, 184792]",20.0
com_14187.parquet,MT,"[184288, 184782, 184866, 184991]",25.0
